ID	iBAQ.B_bacteriovorus_WCE1_TR01	iBAQ.B_bacteriovorus_WCE1_TR02	iBAQ.B_bacteriovorus_WCE2_TR01	iBAQ.B_bacteriovorus_WCE2_TR02	PFAM_DNA_binding.x	Nuc_vs_Top_ratio	Final_Localization
CAE77685.1	11496000	10829000	10055000	11488000	1	-2.5	Cytoplasmic
CAE77686.1	79455000	91443000	120870000	123330000	1	-1.46	Cytoplasmic
CAE77687.1	1844000	2185700	2078400	1935000	NA	NA	Cytoplasmic
CAE77688.1	117740000	119280000	120890000	126630000	1	-0.682	Cytoplasmic
CAE77689.1	119350000	129740000	144050000	142660000	1	-0.492	Cytoplasmic
CAE77690.1	2251900	2349100	2683900	2831600	NA	NA	Unknown
CAE77693.1	23100000	24377000	25520000	27438000	0	2.84	Cytoplasmic Membrane
CAE77694.1	1274600000	1219200000	1607500000	1765500000	0	1.67	Cytoplasmic Membrane
CAE77696.1	826520	904740	751990	802920	0	2.72	Unknown
CAE77698.1	60319000	55994000	62955000	63394000	0	-1.63	Cytoplasmic
CAE77699.1	4831600	4322700	8420800	7017000	0	1.36	NA
CAE77700.1	50763000	44511000	57740000	56401000	0	1.19	NA
CAE77701.1	15982000	20914000	21573000	23203000	0	-0.0572	Cytoplasmic Membrane
CAE77702.1	315700000	259030000	330990000	335400000	0	1.14	Cytoplasmic Membrane
CAE77703.1	18974000	13450000	13982000	18609000	0	-0.615	NA
CAE77704.1	581840000	630620000	679390000	693230000	0	-1.62	Unknown
CAE77705.1	542760000	541170000	517620000	533760000	0	-1.75	Unknown
CAE77706.1	NA	NA	NA	NA	0	4.58	Cytoplasmic Membrane
CAE77707.1	140440000	140810000	160280000	145390000	0	4.54	Cytoplasmic Membrane
CAE77708.1	240110000	247440000	265670000	269950000	0	4.45	Cytoplasmic
CAE77709.1	6837500	8357600	6391800	5824900	NA	NA	Unknown
CAE77712.1	12100000	14725000	17774000	16937000	0	-2.72	Cytoplasmic
CAE77713.1	7539300	9126100	7030500	10470000	0	0.182	NA
CAE77714.1	556540000	613150000	556150000	696130000	0	0.0245	Cytoplasmic
CAE77716.1	720160000	757600000	820670000	897020000	0	-1.36	Cytoplasmic
CAE77719.1	1090800	1109100	1024300	1187300	0	0.169	Cytoplasmic
CAE77722.1	330510	344040	476000	450170	NA	NA	Cytoplasmic
CAE77723.1	481740	355530	655630	599360	NA	NA	Cytoplasmic Membrane
CAE77725.1	9601200	12132000	10918000	10854000	0	-4.05	NA
CAE77726.1	NA	NA	NA	NA	0	1.97	Unknown
CAE77727.1	19588000	22205000	22191000	24880000	0	-2.58	Cytoplasmic
CAE77728.1	117270000	117360000	131110000	131500000	0	-1.78	Cytoplasmic
CAE77729.1	28886000	44036000	31037000	40971000	0	9.34	Cytoplasmic
CAE77730.1	5445100	6120400	7549900	6598900	NA	NA	Unknown
CAE77731.1	478860000	601260000	544450000	596980000	0	-1.19	Cytoplasmic
CAE77732.1	18649000	19580000	18480000	19412000	0	2.34	Unknown
CAE77734.1	23120000	21644000	25090000	24081000	0	-3.97	Cytoplasmic
CAE77735.1	3056000	3252000	4007600	3567200	0	-0.406	Cytoplasmic
CAE77736.1	2017800000	2002700000	2209400000	2263300000	1	3.36	Unknown
CAE77737.1	976250	295100	669980	427600	NA	NA	Unknown
CAE77738.1	10440000	10787000	10483000	11378000	1	-1.36	Cytoplasmic
CAE77739.1	14591000	14166000	16191000	14741000	0	-2.48	Unknown
CAE77740.1	13571000	12539000	15090000	15603000	0	-4.87	Cytoplasmic
CAE77741.1	15374000	17249000	15812000	16514000	0	-1.69	Cytoplasmic
CAE77742.1	34225000	30648000	35319000	30511000	0	-2.27	Cytoplasmic
CAE77744.1	157060000	156450000	161390000	177010000	0	2.58	Periplasmic
CAE77745.1	35473000	37173000	44066000	40802000	0	-1.38	Unknown
CAE77746.1	195980000	204880000	203080000	196990000	1	-0.14	NA
CAE77748.1	1106400000	1210400000	1248400000	1372500000	0	0.135	Cytoplasmic
CAE77749.1	25907000	24039000	26022000	25720000	0	-1.44	Cytoplasmic
CAE77750.1	5866700	6743100	7846400	7524600	0	-0.466	Cytoplasmic
CAE77751.1	47277000	46401000	56278000	61555000	0	-1.57	Cytoplasmic
CAE77753.1	1055600	1152100	3315600	1335400	0	-0.00431	Unknown
CAE77755.1	14227000	18031000	15960000	19083000	0	0.334	NA
CAE77756.1	13742000	13929000	13091000	15402000	0	5.94	Cytoplasmic Membrane
CAE77757.1	162480000	172100000	165990000	159940000	0	-1.59	Cytoplasmic
CAE77759.1	2729600	3348900	4088200	4681700	0	0.358	NA
CAE77760.1	6052000	6254900	7503600	5957800	0	-0.474	Unknown
CAE77761.1	8276000	9979900	8885700	10662000	0	-4.07	Unknown
CAE77763.1	2679700	2831100	3278200	2453700	0	-3.03	Periplasmic
CAE77764.1	41705000	41773000	42267000	44199000	0	-1.92	Cytoplasmic
CAE77765.1	10852000	12106000	12645000	13413000	0	2.73	Unknown
CAE77766.1	13712000	13685000	14870000	13402000	0	9.98	Cytoplasmic
CAE77770.1	793660	891170	1204300	852750	NA	NA	Unknown
CAE77772.1	935240	968700	1781200	1122400	1	2.6	Unknown
CAE77773.1	741300	971640	4417000	4530700	0	-0.04	Unknown
CAE77774.1	10470000	8700900	7759800	7920200	0	2.93	Unknown
CAE77776.1	80336000	88351000	95510000	109110000	0	2.78	Cytoplasmic
CAE77777.1	131580000	135600000	142730000	140380000	0	-0.738	Cytoplasmic
CAE77778.1	19484000	20351000	23956000	23913000	0	4.13	Unknown
CAE77779.1	47313000	45138000	62384000	55872000	0	5.18	Outer Membrane
CAE77780.1	21089000	19454000	23813000	23780000	1	-2.1	Cytoplasmic
CAE77783.1	149030000	151400000	172350000	168080000	0	-0.267	Unknown
CAE77784.1	1395500	1421700	1120500	1141100	0	6.21	NA
CAE77785.1	29658000	29837000	33322000	32528000	0	-0.526	NA
CAE77786.1	171620000	185330000	223820000	229090000	0	2.93	Outer Membrane
CAE77787.1	98234000	96719000	100830000	100160000	0	5.58	Unknown
CAE77788.1	4519000	4910900	5887100	5444500	0	5.18	NA
CAE77789.1	4890000	4697400	6182800	5483300	0	2.59	NA
CAE77790.1	NA	NA	NA	NA	0	3.98	Unknown
CAE77791.1	NA	NA	NA	NA	0	3.52	Unknown
CAE77792.1	424010000	413870000	476030000	518320000	NA	NA	Unknown
CAE77793.1	2554700	2926800	3313100	3699700	0	NA	Unknown
CAE77794.1	9727100	9247600	10451000	9129300	0	1.59	Cytoplasmic Membrane
CAE77795.1	154240000	139700000	164040000	166320000	0	-1.59	Cytoplasmic
CAE77797.1	33434000	34433000	34263000	35747000	0	4.7	Outer Membrane
CAE77798.1	10653000	11356000	14109000	14227000	0	0.17	NA
CAE77799.1	258990000	290310000	304660000	307660000	0	-1.74	Cytoplasmic
CAE77800.1	17323000	17308000	18248000	17767000	0	-3.02	Cytoplasmic
CAE77801.1	78883000	81223000	83294000	85478000	0	-0.899	Cytoplasmic
CAE77802.1	90863000	94677000	108420000	107830000	0	-1.45	Cytoplasmic
CAE77803.1	27194000	31520000	36130000	33565000	0	-0.438	Unknown
CAE77804.1	11643000	11039000	10147000	16233000	0	-0.475	NA
CAE77805.1	31234000	30507000	34710000	35804000	0	-1.56	NA
CAE77806.1	8723800	9045400	7964800	9801400	0	-1.19	Cytoplasmic
CAE77808.1	181430000	218280000	210100000	238520000	0	-1.3	Cytoplasmic Membrane
CAE77809.1	23614000	23451000	27198000	21999000	0	3.72	Cytoplasmic Membrane
CAE77810.1	1654500	1164800	2459400	1788800	NA	NA	Cytoplasmic Membrane
CAE77811.1	11163000	11375000	12461000	11672000	0	-3.62	Unknown
CAE77812.1	2195400	2297400	2171100	2646000	0	-0.965	Cytoplasmic Membrane
CAE77813.1	22140000	20299000	28269000	27282000	0	-1.11	Cytoplasmic
CAE77815.1	30678000	29356000	31683000	20284000	0	3	Cytoplasmic Membrane
CAE77816.1	5296100	4980600	5185800	2672400	0	2.18	Cytoplasmic Membrane
CAE77817.1	43252000	45660000	57620000	55421000	0	-1.62	Cytoplasmic
CAE77818.1	25805000	26017000	29269000	25339000	0	-0.948	Unknown
CAE77819.1	16798000	16618000	19940000	19038000	0	2.13	Unknown
CAE77820.1	59826000	62757000	61582000	64268000	0	0.0514	Extracellular
CAE77821.1	36240000	37032000	35492000	37500000	0	1.53	NA
CAE77822.1	48776000	50710000	60585000	55514000	0	7.99	Cytoplasmic
CAE77823.1	10923000	10094000	12923000	12016000	0	-1.31	Cytoplasmic
CAE77824.1	86439000	91190000	100500000	97490000	0	-1.67	Cytoplasmic
CAE77826.1	193110000	191260000	201790000	207640000	1	-0.589	Cytoplasmic
CAE77827.1	9094400	7688900	5848900	7955400	0	0.885	Cytoplasmic Membrane
CAE77828.1	7932500	11072000	8816300	8188000	0	2.25	NA
CAE77829.1	17033000	16389000	15913000	17081000	1	1.71	NA
CAE77830.1	55431000	62265000	61795000	62703000	0	-0.559	NA
CAE77831.1	225170000	230660000	231610000	227040000	0	-1.65	NA
CAE77832.1	101710000	105340000	105150000	135960000	0	0.468	Cytoplasmic Membrane
CAE77833.1	80158000	87688000	121170000	115080000	0	5.24	Unknown
CAE77834.1	2822400	2707200	5359200	6242600	0	-2.1	Unknown
CAE77835.1	3526200	3541400	3646600	4510800	1	0.37	Cytoplasmic Membrane
CAE77836.1	2143800	2305700	2143200	2347400	0	0.893	Cytoplasmic Membrane
CAE77838.1	66340000	58572000	61631000	62901000	0	-0.937	Cytoplasmic Membrane
CAE77842.1	20598000	26442000	23215000	21693000	0	-2.28	Cytoplasmic
CAE77844.1	730100000	676700000	635880000	710870000	0	-2.16	NA
CAE77845.1	1610500	1935900	1522500	1549300	0	-1.02	Cytoplasmic
CAE77846.1	59733000	65535000	71879000	79485000	0	2.87	Periplasmic
CAE77847.1	6664000	6587100	7963200	5542500	0	2.58	Unknown
CAE77848.1	23776000	21166000	29627000	27693000	0	3.68	Cytoplasmic Membrane
CAE77849.1	70753000	79857000	85721000	75584000	0	3.32	Cytoplasmic Membrane
CAE77850.1	21480000	22273000	23747000	24765000	0	-0.165	NA
CAE77852.1	11670000	11891000	12848000	12042000	0	-1.97	Cytoplasmic
CAE77853.1	57231000	59123000	59465000	48539000	0	-1.18	Cytoplasmic
CAE77854.1	15695000	14935000	18364000	18528000	0	-1.41	Unknown
CAE77855.1	14963000	14972000	22170000	22343000	0	-1.82	Cytoplasmic
CAE77856.1	34820000	33716000	31309000	34166000	0	-3.51	Unknown
CAE77857.1	NA	NA	NA	NA	0	NA	Cytoplasmic
CAE77858.1	6181000	6362600	7775500	9045600	0	-0.347	Unknown
CAE77859.1	910060	1345400	2284100	1924500	0	0.894	Outer Membrane
CAE77860.1	76805000	76060000	81204000	81092000	0	3.77	Cytoplasmic Membrane
CAE77861.1	2012100	2039500	2516800	2561700	0	-0.952	Cytoplasmic
CAE77862.1	31232000	35139000	33651000	39905000	0	-0.338	Cytoplasmic
CAE77863.1	32882000	33753000	35580000	35457000	0	-1.54	Cytoplasmic
CAE77864.1	3401100	3255600	4111800	3888800	0	-1.63	Cytoplasmic
CAE77865.1	20540000	22143000	24225000	23760000	0	2.98	Unknown
CAE77866.1	49348000	50074000	56880000	58575000	0	-0.546	NA
CAE77869.1	37573000	39143000	40236000	43178000	0	-3.5	Unknown
CAE77870.1	17691000	17498000	25128000	27693000	0	-1.79	Unknown
CAE77871.1	9680500	10261000	13236000	13092000	0	-0.979	Cytoplasmic
CAE77872.1	11876000	11495000	12995000	13091000	0	0.0685	Extracellular
CAE77874.1	291240000	301990000	345080000	328970000	0	-0.557	Cytoplasmic
CAE77876.1	6656500	9352600	10258000	8446200	0	-0.202	Unknown
CAE77877.1	6833100	5546100	5612600	6973600	0	4.32	Cytoplasmic Membrane
CAE77878.1	21803000	24134000	24932000	26163000	0	1.8	Unknown
CAE77879.1	130140000	134070000	162380000	167340000	0	4.12	Unknown
CAE77881.1	7320000	10465000	13123000	16930000	0	2.12	Cytoplasmic
CAE77884.1	141040000	139900000	146750000	153690000	0	-0.658	NA
CAE77885.1	31504000	35288000	33517000	37021000	0	0.728	NA
CAE77886.1	4217700	4562900	5304200	4504800	0	3.68	Cytoplasmic Membrane
CAE77887.1	9959400	6453600	2354900	5345700	0	2.96	NA
CAE77888.1	744680000	778750000	857700000	880880000	0	-0.91	Cytoplasmic
CAE77889.1	159930000	166420000	176680000	179760000	0	-1.24	Cytoplasmic
CAE77890.1	64201000	67826000	57976000	57608000	0	-1.2	Cytoplasmic
CAE77891.1	7888500	8167200	7156400	7259800	0	-1.97	NA
CAE77892.1	135600000	141880000	157050000	165850000	1	-0.835	Cytoplasmic
CAE77893.1	2915600	3180700	3241600	3617200	0	1.1	Cytoplasmic
CAE77894.1	8762800	9301600	9750000	10521000	1	0.763	NA
CAE77895.1	4968700	4985000	4189100	3702200	0	3.28	Cytoplasmic
CAE77896.1	1463700	1429900	1744900	1553600	0	3.72	NA
CAE77898.1	731240000	720910000	777320000	795470000	0	-1.22	NA
CAE77899.1	75666000	68361000	70138000	72009000	0	-2.16	Cytoplasmic
CAE77901.1	89881000	98690000	115030000	102240000	1	4.49	Cytoplasmic
CAE77906.1	NA	NA	NA	NA	1	1.67	Cytoplasmic
CAE77911.1	301570	250070	0	266100	NA	NA	Cytoplasmic
CAE77912.1	899650	1014800	1097400	1178200	1	-0.0355	Cytoplasmic
CAE77915.1	NA	NA	NA	NA	0	1.66	Unknown
CAE77916.1	1223400	1228700	1209900	1328200	0	-2.8	Unknown
CAE77917.1	2748000	3817900	4485200	1066300	0	-2.46	Cytoplasmic Membrane
CAE77919.1	117410000	119530000	144120000	162220000	0	5.79	Unknown
CAE77920.1	15239000	18433000	16440000	15045000	0	2.17	Cytoplasmic Membrane
CAE77924.1	21130000	23566000	12776000	14030000	0	-4.26	NA
CAE77925.1	241830000	258530000	262660000	284150000	0	-0.768	Cytoplasmic
CAE77926.1	60563000	59121000	67232000	70285000	0	-2.5	Cytoplasmic Membrane
CAE77928.1	6225400	9216900	6616600	8808200	0	-1.81	Unknown
CAE77929.1	164540000	163630000	181680000	186910000	1	-0.565	Cytoplasmic
CAE77930.1	13264000	15170000	14906000	13018000	0	0.0952	Unknown
CAE77931.1	8217600	8217000	9007200	10005000	0	-1.55	Unknown
CAE77932.1	90488000	106700000	99748000	101340000	0	3.73	NA
CAE77933.1	22464000	25773000	27062000	26747000	0	0.498	NA
CAE77934.1	5094700	5003600	3481800	5213300	0	1.21	Unknown
CAE77937.1	1193000	1222900	960610	772530	0	-2.5	Cytoplasmic
CAE77938.1	38007000	45053000	35745000	40330000	0	-1.87	Cytoplasmic
CAE77939.1	0	0	1096900	945040	NA	NA	Unknown
CAE77940.1	14073000	13777000	12549000	11622000	0	-2.65	Unknown
CAE77941.1	211970000	204630000	195550000	197100000	0	3.62	NA
CAE77942.1	5919800	4891200	4023900	4474500	0	0.513	Cytoplasmic Membrane
CAE77943.1	276880000	297280000	288100000	261030000	0	3.98	Cytoplasmic Membrane
CAE77944.1	150610000	166420000	167310000	1.82E+08	0	4.04	NA
CAE77945.1	3143400	3544200	4298500	0	0	6.13	Cytoplasmic Membrane
CAE77946.1	NA	NA	NA	NA	0	3.26	Cytoplasmic Membrane
CAE77948.1	14014000	12791000	14072000	13506000	0	-1.33	Cytoplasmic
CAE77950.1	452790000	485770000	549610000	617500000	0	4.26	Unknown
CAE77951.1	120310000	128490000	127220000	119400000	0	-1.96	Cytoplasmic
CAE77952.1	69698000	72189000	89522000	93780000	0	3.06	Periplasmic
CAE77953.1	6848000	7206400	7976400	8560700	0	-0.282	Unknown
CAE77955.1	2305100	2710500	2233200	2035500	0	-2.63	Periplasmic
CAE77956.1	107930000	123660000	134600000	130880000	1	-2.09	Cytoplasmic
CAE77958.1	14947000	17402000	18223000	9808000	0	-3.25	Unknown
CAE77959.1	797880	583490	1106500	986980	0	NA	NA
CAE77960.1	174500000	167920000	176640000	146970000	0	-2.11	Cytoplasmic
CAE77962.1	3642900	4424000	6622500	6786100	0	-2.4	Cytoplasmic
CAE77966.1	92175000	106510000	90800000	108100000	0	-1.81	Cytoplasmic
CAE77969.1	16502000	15183000	17358000	16095000	0	-2.73	Cytoplasmic
CAE77971.1	189180000	177820000	167300000	168580000	0	-1.83	Periplasmic
CAE77972.1	2032600	3067800	3086800	3694500	1	0.836	NA
CAE77974.1	1937900	2148100	2536500	2999000	0	7.19	Unknown
CAE77975.1	1232600	1248800	2099300	2086500	0	7.71	NA
CAE77976.1	6800500	8888600	7164000	7046800	0	-0.00688	Unknown
CAE77977.1	831570	1315800	1215100	1601000	NA	NA	Cytoplasmic
CAE77978.1	17679000	13830000	15342000	15469000	0	-2.28	Cytoplasmic Membrane
CAE77979.1	3264100	5789500	4014700	5199200	0	-1.4	NA
CAE77980.1	3008800	4214900	4486200	5798200	1	-0.443	Cytoplasmic
CAE77982.1	9751800	15842000	15551000	15960000	0	-4.92	Periplasmic
CAE77983.1	7940100	6537800	8736900	7734900	0	10.1	Unknown
CAE77984.1	8391300	10159000	8223900	6453800	0	2.59	NA
CAE77985.1	23466000	17823000	22746000	19580000	0	-3.69	Unknown
CAE77987.1	NA	NA	NA	NA	0	0.181	Cytoplasmic
CAE77988.1	5132800	3642700	5310500	4034000	NA	NA	Cytoplasmic Membrane
CAE77989.1	1536800	1441300	1522100	1456900	NA	NA	NA
CAE77990.1	11663000	14356000	26206000	15092000	0	-0.949	Cytoplasmic
CAE77991.1	5093000	4922900	5688300	6541500	0	0.168	Unknown
CAE77992.1	201800000	214480000	222060000	206910000	0	-2.13	Cytoplasmic
CAE77993.1	27616000	31821000	30541000	29301000	0	-1.81	Cytoplasmic
CAE77994.1	1984900000	2021800000	2351900000	2302300000	0	-1.4	Unknown
CAE77995.1	20368000	20869000	20311000	21575000	0	-2.42	Periplasmic
CAE77996.1	17611000	23015000	23066000	25279000	0	-0.661	Cytoplasmic Membrane
CAE77997.1	5791700	6324000	6118100	6404100	0	-0.136	Cytoplasmic Membrane
CAE77998.1	10882000	14593000	15197000	13610000	0	-2.63	Cytoplasmic
CAE78000.1	487700	653600	619740	734810	NA	NA	NA
CAE78002.1	264930	256240	270370	307200	NA	NA	Cytoplasmic Membrane
CAE78007.1	1674600	1401000	2112000	1578200	0	0.192	Unknown
CAE78008.1	114170000	110030000	107720000	106060000	0	-1.4	Cytoplasmic
CAE78009.1	413590000	432710000	493820000	456420000	0	-1.43	NA
CAE78010.1	26940000	24890000	32688000	32430000	0	-0.723	Cytoplasmic Membrane
CAE78011.1	24574000	25860000	28591000	28862000	0	-0.336	Cytoplasmic Membrane
CAE78012.1	1219200	1514600	0	1744000	0	4.77	Unknown
CAE78014.1	87424000	87910000	96049000	94098000	0	-1.19	NA
CAE78015.1	89496000	96493000	96560000	95666000	0	-1.4	Cytoplasmic
CAE78016.1	65602000	64122000	67299000	71256000	1	-1.09	NA
CAE78017.1	1552900	1525600	1147800	1457300	0	6.53	Cytoplasmic Membrane
CAE78018.1	6247500	5497500	7536100	6081200	NA	NA	Cytoplasmic
CAE78020.1	4460700	4395100	5596300	4611200	0	-2.35	Unknown
CAE78021.1	213040000	220690000	280120000	257520000	0	-1.76	Cytoplasmic
CAE78022.1	372730000	388460000	419810000	388750000	1	-2.02	Cytoplasmic
CAE78023.1	32284000	52836000	54169000	47093000	0	-1.7	Unknown
CAE78024.1	36977000	40481000	44944000	37086000	0	-1.71	Cytoplasmic
CAE78025.1	17239000	17703000	19331000	19808000	0	-1.94	Cytoplasmic
CAE78026.1	17908000	17506000	17963000	20445000	0	-4.4	Unknown
CAE78027.1	60621	223720	534020	382150	NA	NA	NA
CAE78028.1	NA	NA	NA	NA	1	3.21	NA
CAE78031.1	23435000	25638000	28274000	23913000	0	2.61	Unknown
CAE78034.1	8102000	10163000	9119300	11272000	0	-1.27	Cytoplasmic
CAE78035.1	7375700	6691700	8331300	7895700	0	-1.78	NA
CAE78036.1	16952000	17096000	18910000	17623000	0	-2.39	Unknown
CAE78037.1	184440000	176730000	200160000	204750000	0	-1.4	NA
CAE78041.1	5741600	5939500	3083800	5900900	0	0.313	NA
CAE78042.1	1399500	1059700	1538500	947530	0	-0.635	Unknown
CAE78043.1	72152000	84723000	106370000	110110000	0	3.85	Unknown
CAE78044.1	6936600	6220100	6716400	5960700	0	1.38	Cytoplasmic
CAE78046.1	1695400	1900700	1583000	2204300	0	0.59	Cytoplasmic
CAE78047.1	61050000	64899000	69355000	71963000	0	-1.94	Cytoplasmic
CAE78048.1	16305000	17992000	14332000	16157000	0	-1.7	Unknown
CAE78050.1	26321000	27760000	28572000	28905000	0	-3.32	Cytoplasmic
